"a","ShowYourWork Init","","","000","ShowYourWork Init","1.1.3 for 2021-2022 @t1",
"k",".",,"425","1659454404498","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","425","1659454404502","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Choose Lookup Item Replace",,,"1659454405072","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","425","1659454405074","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","next","","425","1659454405075","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Up",,,"1659454408347","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left",,,"1659454408481","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left",,,"1659454408732","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left",,,"1659454408765","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left",,,"1659454408799","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left",,,"1659454408832","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left",,,"1659454408921","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Right",,,"1659454409240","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Down",,,"1659454417982","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Down",,,"1659454418105","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Enter",,,"1659454418398","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","        
","","440","1659454418400","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Enter",,,"1659454418531","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","        
","","449","1659454418532","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Up",,,"1659454418950","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Up",,,"1659454419142","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Down",,,"1659454419707","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Down",,,"1659454419848","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Up",,,"1659454420027","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","n","","448","1659454422615","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","n",,"449","1659454422616","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","next","425","1659454422621","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","425","1659454422622","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","446","1659454422621","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","425","1659454422621","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","next","","425","1659454422622","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","449","1659454422681","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","o","","449","1659454422682","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","o",,"450","1659454422683","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","450","1659454422691","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","450","1659454422760","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","d","","450","1659454422761","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","d",,"451","1659454422762","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","451","1659454422767","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","451","1659454422886","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","e","","451","1659454422887","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","e",,"452","1659454422902","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",".","","452","1659454431768","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k",".",,"453","1659454431768","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","453","1659454431775","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","453","1659454431957","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","n","","453","1659454431958","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","n",,"454","1659454431960","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Choose Lookup Item Replace",,,"1659454432763","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","ext","","454","1659454432766","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","457","1659454432938","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k"," ",,"458","1659454432938","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","=","","458","1659454432992","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","=",,"459","1659454432993","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454432996","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","=","458","1659454432996","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454433271","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","457","1659454433272","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454433522","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","t","456","1659454433523","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454433555","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","x","455","1659454433556","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454433588","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","e","454","1659454433589","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454433620","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","n","453","1659454433621","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454433654","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","",".","452","1659454433654","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454433687","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","e","451","1659454433688","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454433789","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","d","450","1659454433790","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454433932","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","o","449","1659454433933","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454434079","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","n","448","1659454434080","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","N","","448","1659454435035","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","N",,"449","1659454435035","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","449","1659454435041","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","449","1659454435124","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","o","","449","1659454435125","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","o",,"450","1659454435126","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","450","1659454435138","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","450","1659454435189","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","d","","450","1659454435190","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","d",,"451","1659454435192","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","451","1659454435202","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","451","1659454435320","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","e","","451","1659454435321","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","e",,"452","1659454435322","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","452","1659454435336","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","452","1659454435414","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","452","1659454435418","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k"," ",,"453","1659454435418","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","n","","453","1659454435472","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","n",,"454","1659454435473","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","454","1659454435477","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","454","1659454435568","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","e","","454","1659454435569","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","e",,"455","1659454435571","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","w","","455","1659454435685","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","w",,"456","1659454435686","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","N","","456","1659454436096","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","N",,"457","1659454436096","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","o","","457","1659454436189","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","o",,"458","1659454436189","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","d","","458","1659454436282","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","d",,"459","1659454436282","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","e","","459","1659454436420","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","e",,"460","1659454436420","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","460","1659454436562","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k"," ",,"461","1659454436562","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","=","","461","1659454436636","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","=",,"462","1659454436636","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","462","1659454436744","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k"," ",,"463","1659454436745","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","n","","463","1659454437279","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","n",,"464","1659454437279","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","464","1659454437285","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","464","1659454437376","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","e","","464","1659454437377","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","e",,"465","1659454437377","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","465","1659454437383","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","465","1659454437489","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","w","","465","1659454437490","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","w",,"466","1659454437504","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","466","1659454437509","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k"," ",,"467","1659454437572","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","467","1659454437576","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","467","1659454437746","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","N","","467","1659454437747","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","N",,"468","1659454437748","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","468","1659454437754","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","468","1659454437837","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","o","","468","1659454437838","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","o",,"469","1659454437839","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","469","1659454437844","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Choose Lookup Item Replace",,,"1659454438390","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","469","1659454438392","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","de","","469","1659454438393","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","(","","471","1659454438410","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",")","","472","1659454438411","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",";","","473","1659454439209","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k",";",,"474","1659454439209","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Enter",,,"1659454439758","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","        
","","484","1659454439759","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","n","","483","1659454440071","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","n",,"484","1659454440071","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","484","1659454440077","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","484","1659454440124","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","o","","484","1659454440125","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","o",,"485","1659454440126","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","485","1659454440132","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","485","1659454440201","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","d","","485","1659454440202","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","d",,"486","1659454440203","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","486","1659454440208","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","486","1659454440344","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","e","","486","1659454440345","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","e",,"487","1659454440346","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",".","","487","1659454440501","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k",".",,"488","1659454440501","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","488","1659454440508","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","488","1659454440616","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","d","","488","1659454440617","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","d",,"489","1659454440620","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Choose Lookup Item Replace",,,"1659454441112","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","ata","","489","1659454441115","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","492","1659454441355","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k"," ",,"493","1659454441355","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","=","","493","1659454441452","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","=",,"494","1659454441452","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","494","1659454441949","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k"," ",,"495","1659454441949","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","d","","495","1659454442823","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","d",,"496","1659454442823","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","496","1659454442828","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","496","1659454442940","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","a","","496","1659454442941","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","a",,"497","1659454442942","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","497","1659454442953","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","497","1659454443006","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","t","","497","1659454443007","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","t",,"498","1659454443007","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","a","","498","1659454443120","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","a",,"499","1659454443124","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",";","","499","1659454443993","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k",";",,"500","1659454443993","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Enter",,,"1659454444465","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","        
","","510","1659454444466","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","n","","509","1659454450025","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","n",,"510","1659454450025","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","510","1659454450030","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","510","1659454450095","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","o","","510","1659454450096","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","o",,"511","1659454450097","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","511","1659454450102","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Choose Lookup Item Replace",,,"1659454450640","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","511","1659454450642","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","de","","511","1659454450643","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",".","","513","1659454451106","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k",".",,"514","1659454451106","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","514","1659454451115","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Choose Lookup Item Replace",,,"1659454452972","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","514","1659454452974","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","next","","514","1659454452975","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","518","1659454454471","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k"," ",,"519","1659454454471","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","-","","519","1659454454547","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","-",,"520","1659454454547","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","520","1659454454643","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k"," ",,"521","1659454454644","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454455081","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","520","1659454455082","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454455229","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","-","519","1659454455230","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Up",,,"1659454455455","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left",,,"1659454455672","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left",,,"1659454455922","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left",,,"1659454455956","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left",,,"1659454455989","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left",,,"1659454456023","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left",,,"1659454456147","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454456400","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","e","486","1659454456401","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454456506","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","d","485","1659454456506","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454456693","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","o","484","1659454456694","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454456831","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","n","483","1659454456832","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","n","","483","1659454457029","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","n",,"484","1659454457029","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","ode","","484","1659454457034","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","ode","484","1659454457034","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","484","1659454457035","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","484","1659454457041","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","b","","484","1659454457042","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","b",,"485","1659454457042","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","485","1659454457052","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","485","1659454457099","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","e","","485","1659454457100","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","e",,"486","1659454457099","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","w","","486","1659454457210","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","w",,"487","1659454457211","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454457563","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","w","486","1659454457564","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454457681","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","e","485","1659454457682","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454457813","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","b","484","1659454457814","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","e","","484","1659454457950","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","e",,"485","1659454457950","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","485","1659454457955","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","485","1659454458073","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","w","","485","1659454458074","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","w",,"486","1659454458074","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","486","1659454458087","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Choose Lookup Item Replace",,,"1659454458783","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","486","1659454458784","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","Node","","486","1659454458785","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Down",,,"1659454459133","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Right",,,"1659454459428","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Right",,,"1659454459913","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","522","1659454460815","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k"," ",,"522","1659454460815","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","=","","522","1659454460905","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","=",,"523","1659454460906","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","524","1659454461035","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k"," ",,"524","1659454461035","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","n","","524","1659454461169","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","n",,"525","1659454461170","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","Node","486","1659454461175","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","486","1659454461176","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","523","1659454461175","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","486","1659454461175","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","Node","","486","1659454461176","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","525","1659454461246","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","e","","525","1659454461247","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","e",,"526","1659454461249","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","527","1659454461255","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","526","1659454461347","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","w","","526","1659454461348","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","w",,"527","1659454461349","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","528","1659454461354","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Choose Lookup Item Replace",,,"1659454462094","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","527","1659454462095","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","Node","","527","1659454462096","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",";","","531","1659454462635","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k",";",,"532","1659454462635","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","        ","534","1659454463055","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","532","1659454463056","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","        ","331","1659454463056","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","    ","135","1659454463056","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","    ","130","1659454463057","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","    ","95","1659454463057","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Up",,,"1659454463218","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Up",,,"1659454463354","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Up",,,"1659454463606","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Up",,,"1659454463639","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Up",,,"1659454463670","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Up",,,"1659454463790","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Down",,,"1659454467167","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Down",,,"1659454467279","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Down",,,"1659454467435","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Down",,,"1659454467579","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left",,,"1659454467793","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left",,,"1659454468044","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left",,,"1659454468077","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left",,,"1659454468112","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left",,,"1659454468145","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left",,,"1659454468179","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left",,,"1659454468213","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left",,,"1659454468245","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left",,,"1659454468280","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left",,,"1659454468313","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left",,,"1659454468346","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left",,,"1659454468380","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left",,,"1659454468414","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Down",,,"1659454468566","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Down",,,"1659454468711","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Up",,,"1659454470784","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Down",,,"1659454470960","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left",,,"1659454471195","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Right",,,"1659454471368","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left",,,"1659454471541","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Up",,,"1659454473720","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Down",,,"1659454473891","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Down",,,"1659454474016","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454474272","LinkedList.java","1.1.3 for 2021-2022 @t1",
